,spot,timestamp,reporter,reporter_grid,snr,frequency,tx_call,tx_grid,power,drift,distance,azimuth,band,version,code
25914956,1115244086,1522119240,K7KRR,CN87,-23,7.040113000000001,KE9FQ,EN61,20,0,2905,296,7,1.7.0,0
18538610,1107811475,1521415680,K6FOD,DM04wc,-10,7.040095,W4WAC,CN82hm,37,1,1041,152,7,1.8.0,0
3178368,1092336743,1520129280,W0NGJ,DM79nc,-28,14.097114000000001,AA7FV,DM42pg,33,0,924,33,14,1.8.0,0
9765404,1098968559,1520673120,SM0EPX/RX2,JO89si,-22,10.140158,DL0NOT,JO40jf,20,0,1157,25,10,1.6.0,0
12311948,1101542107,1520909760,NV0O,EM28tt,-6,3.570099,N3CR,FN20dt,40,0,1607,268,3,1.9.0-rc2,0
27509230,1116862153,1522284840,W7REK,DM42lk,-23,7.040064,W1VR,EL98it,20,0,2866,286,7,1.8.0,0
15769661,1105029871,1521183360,K0OD,EM48so,-22,0.47569399999999995,W7IUV,DN07dg,30,0,2550,101,0,1.9.0-rc2,0
25377184,1114686485,1522068360,IZ4LXP,JN54lg,-28,10.140226,G4PEY,IO91tb,27,0,1134,127,10,1.8.0,0
2977397,1092128372,1520109720,SWLNXZ,FN13co,-18,14.097142999999999,W0NGJ,DM79nc,37,-2,2304,69,14,1.6.0-deve,0
7040538,1096220846,1520450280,IZ2WMD,JN45sq,-23,14.097047,K5XL,EM12kp,33,0,8612,43,14,1.8.0-rc2,0
18965813,1108240172,1521461760,DK6UG,JN49cm,-25,10.140209,DB1EPO,JO31hg,30,-4,225,149,10,1.9.0-rc1,0
4341136,1093506557,1520226480,VE3RPH,FN03hq,-18,7.040081,KW4TO,FM17dm,37,0,700,349,7,1.7.1-deve,0
26320571,1115653329,1522164000,OE3KFB,JN78wl,-25,7.040055000000001,DJ0ABR,JN68nt,37,0,205,99,7,1.8.0-rc1,0
13625737,1102867244,1521014640,2E0RDJ,IO81qp,-9,7.040144000000001,PA1PXL,JO21ln,23,0,524,274,7,1.8.0,0
18367638,1107637617,1521401520,DL5XAH,JO43xs,-14,7.040114999999999,YO3OV,KN34bj,30,0,1566,317,7,1.8.0,0
19907498,1109183305,1521557400,ON7KO,JO21ce,2,10.140181,IZ3XDX,JN55vj,20,1,853,322,10,1.8.0,0
1228209,1090381222,1519972080,KB4DXV,DM42mf,-17,7.040002,KB4JHU,EM65,23,0,2232,268,7,1.8.0,0
26467366,1115799193,1522176960,PI9ESA,JO22ff,-24,1.838037,GM7TFP,IO86nl,37,0,670,132,1,,0
27534750,1116888174,1522287720,KR6ZY,CM95rc,-19,14.097107000000001,K5SWA,EM12ox,37,0,2196,283,14,,0
17539109,1106811128,1521339000,K9DZT,EN52wx,-19,7.040073,WA8KNE,EM90gg,37,0,1532,339,7,1.8.0-rc3,0
1195587,1090348872,1519968480,VK5MR,PF89kk,-22,14.097157000000001,VK6TGQ,OF76,20,0,2088,87,14,1.8.0-rc1,0
14387290,1103624688,1521067200,DL0HT,JO43jb,-21,0.475608,EA5DOM,IM98xn,30,0,1749,20,0,,0
2708322,1091861544,1520089800,WA4KFZ,FM18gv,-25,7.040074000000001,W1VR,EL98it,20,0,1175,16,7,2.0_r1714,0
13498776,1102742174,1521005520,DK8FT,JN58oe,-12,3.594123,DL1FX,JN49gr,23,0,259,130,3,,0
27482440,1116829975,1522282080,W1BUR,FN42ki,-22,10.140152,N3SZ,EM84uv,33,0,1274,46,10,1.8.0,0
10123924,1099327953,1520712360,DK8FT,JN58oe,-12,7.0400529999999995,G6JVT,IO90,23,-2,922,101,7,,0
18664218,1107936954,1521430080,VK2ZMT,QF57ua,-11,7.039992,VK3CVF,QF22pa,47,0,804,48,7,1.8.0,0
6884812,1096065584,1520439840,SM0EPX/RX2,JO89si,-8,10.140181,ON7KB,JO21ei,37,0,1214,38,10,1.6.0,0
2671061,1091826924,1520086800,EA8DBU,IL18oe,-19,14.097098999999998,EA4NF,IN80dk,23,0,1812,225,14,1.9.0-rc2,0
29266356,1118637134,1522440120,SV8RV,KM07ks,-23,10.1402,SA7DLC/M,JO76vo,30,-1,2128,168,10,1.9.0-rc3,0
3058251,1092209434,1520117880,F6GEX,IN97na,-21,0.47579799999999994,PA1SDB,JO33kh,43,0,890,221,0,1.8.0,0
8265080,1097459256,1520551440,DL6OW-R,JO31kk,-24,1.838111,DB1EPO,JO31hg,30,0,25,43,1,,0
29621080,1119002628,1522474560,N2NOM,FN22bg,-18,3.5941019999999995,G0MJW,IO91io,23,0,5505,290,3,1.9.0-rc3,0
5478482,1094656977,1520328000,DK0DLR/1,JO43am,-16,7.040087,G4KWL,IO81,23,0,783,69,7,,0
1371847,1090523052,1519983960,PA8MM,JO22ll,-19,14.097078,PA0PJE,JO22lj,23,-3,9,0,14,,0
12433680,1101663879,1520922960,LA3FY,JO59ff,-21,3.594089,G0MJW,IO91io,23,0,1123,36,3,,0
7326698,1096514344,1520473800,K5DNL,EM15lj,10,0.475652,WA4SZE,EM65,23,0,906,272,0,1.8.0,0
3580276,1092738049,1520162160,DK0VLP,JO52kk,-26,14.09721,DJ6FS,JO30mv,37,0,315,56,14,,0
5097239,1094272843,1520294160,AB1QO,FN32pg,-27,7.040119,IK5LWE,JN53mv,37,-1,6491,300,7,1.9.0-rc2,0
4438978,1093612706,1520236320,N5CEY,EL16gc,-18,7.040058,KR4EZ,EM94,33,0,1827,244,7,1.8.0-rc2,0
7153708,1096334576,1520458680,K6PZB,CM88nk,-22,14.097032999999998,VE3CWM,FN15xi,33,0,3895,276,14,1.8.0,0
11955537,1101177025,1520877480,N5CEY,EL16gc,-11,14.097062,W0RBF,DM79,23,0,1646,152,14,2.0_r1714,0
2217097,1091369893,1520050800,DK6UG,JN49cm,3,3.594097,OM1AI,JN88,23,0,648,284,3,,0
10893776,1100096986,1520787240,N2HQI,FN13sa,-15,7.040089999999999,KN8DMK,EM89oo,23,0,651,52,7,1.7.0,0
2286960,1091438784,1520058600,OZ7IT,JO65df,-6,7.040088000000001,OE1SSS,JN88,23,0,816,339,7,1.8.0,0
13612395,1102855481,1521013800,DA0HEL,JO34we,0,7.040077,G3ZJO,IO92ng,23,0,620,66,7,1.9.0-rc2,0
8654228,1097850963,1520585520,F5SN,JN27rb,8,7.04017,DH5RAE,JN68qv,33,1,623,254,7,1.8.0,0
19096570,1108370749,1521472080,E79Q,JN83,-20,7.0401050000000005,G0NJS,IO91vs,37,0,1576,119,7,1.8.0,0
20216517,1109492992,1521587640,GM4OAS,IO76cx,-23,0.4757,DL4EAI,JO31je,10,0,1041,313,0,1.8.0,0
1202906,1090356862,1519969440,KC4RSN,EM72hp,-13,7.040126,AA0RG,DM79op,37,0,1904,108,7,1.9.0-rc2,0
4915232,1094087214,1520277720,GM4SFW,IO77sn,-15,7.040118,PA1WBU,JO21,30,0,908,322,7,,0
19611229,1108884525,1521527760,DL/PA0EHG,JO32sq,-15,7.040143,OH6MQM,KP12iq,23,1,1424,226,7,,0
878081,1090020255,1519938960,SM0EPX/RX2,JO89si,1,10.140246000000001,IK1WVQ,JN44cb,27,0,1814,17,10,1.6.0,0
18373515,1107643034,1521402000,DK6UG,JN49cm,-23,7.040146000000001,OZ7IT,JO65df,37,0,692,205,7,1.9.0-rc1,0
23605436,1112889224,1521906000,SWL-CM98DN,CM98dn,-24,7.040048,KF6I,DM13bv,33,0,622,328,7,2.0_r1714,0
5132386,1094313151,1520298120,OE2XRM,JN67lt,-9,7.040091,EA4URA,IN80ci,20,0,1569,53,7,2.12_r3617,0
5353575,1094533462,1520319360,LA3FY/2,JO59ff,-20,14.097170000000002,G0CCL,JO02bf,37,0,1010,36,14,1.2 Kiwi,0
20252244,1109528354,1521592440,KA8HUZ,EM79wk,-27,14.097197,NN6RF,CM87uw,33,0,3292,75,14,1.8.0,0
10294723,1099500986,1520730240,DK8FT,JN58oe,-24,1.8381060000000002,DB1EPO,JO31hg,30,0,475,134,1,,0
12722012,1101951539,1520946000,DL0HT,JO43jb,-22,14.097157000000001,W0PAS,EN90fl,30,0,6552,45,14,,0
30058139,1119439035,1522510560,DL0HT,JO43jb,-19,7.0401050000000005,OH6MQM,KP12iq,23,0,1344,224,7,,0
12890127,1102118790,1520958120,K8CT,EN83ce,-11,10.14016,N5CEY,EL16gc,30,0,2267,30,10,1.8.0,0
25755165,1115070341,1522100280,F/PE3ES,JN28ux,-23,3.594122,DL1FX,JN49gr,23,0,221,249,3,,0
24950945,1114244170,1522016040,N2NOM,FN22bg,-19,7.040136,WA4KFZ,FM18gv,37,0,398,19,7,1.9.0-rc3,0
29163651,1118535679,1522433400,LZ1UBO,KN12wv,-17,14.097014999999999,G6JVT,IO90,23,-1,2066,104,14,1.8.0,0
11006216,1100209981,1520795280,DF4UE/1,JN48rr,-8,7.0400350000000005,IK1WVQ,JN44cb,27,0,528,10,7,,0
17375069,1106643693,1521318960,OE3BUB,JN88fg,-24,0.47570100000000004,PA3ABK,JO21it,27,0,925,111,0,1.8.0,0
4092211,1093254048,1520199720,K9AN,EN50wc,-26,10.140187,N5GG,EM13la,23,0,1119,43,10,,0
14496128,1103747848,1521076560,VE4WSC,EN19,-12,7.040159,VA3UAL,EN94xc,27,0,1421,301,7,1.8.0-rc2,0
12099264,1101320865,1520888280,DD6ZI,JO62sk,-22,7.040135,G4PEY,IO91tb,27,0,969,76,7,2.0_r1714,0
18690788,1107963596,1521434760,G4GCI,IO90gu,-18,7.04017,DH5RAE,JN68qv,33,0,1083,287,7,1.8.0,0
20948421,1110232027,1521667560,AG5OV,EL09wq,-21,14.097160999999998,N1ZKO,FN42,23,0,2801,248,14,0.2r_wsprd,0
17781260,1107053583,1521364080,LA3JJ,JO59bh,-13,10.140194000000001,G8TDL,IO91ok,30,-1,1112,34,10,1.9.0-rc2,0
15474445,1104725593,1521150240,K3RWR,FM18qi,-26,14.097064999999999,G3JKF,JO00bs,37,0,5953,288,14,,0
12780868,1102010188,1520950320,DL5RBD,JN69kb,-1,7.0401110000000005,PA0ANH,JO22lh,27,-1,664,120,7,,0
27561457,1116913872,1522291440,DO9KAS,JO42ui,-26,3.594091,OM1AI,JN88,23,0,670,313,3,,0
2966810,1092117933,1520108760,SV8BUR,KM08,-12,7.040103,UB3AQI,KO85vt,40,0,2296,220,7,1.8.0,0
14704378,1103955564,1521098400,VK5AJQ,PF95ha,-27,14.097129,VK6TGQ,OF76,20,0,2176,101,14,1.8.0,0
10647017,1099849980,1520767920,W7IUV,DN07dg,-11,0.47570500000000004,K5DNL,EM15lj,37,0,2294,312,0,1.7.0,0
13750967,1102993635,1521023520,DH5RAE,JN68qv,-19,7.040145,M0MVA,IO81,30,1,1201,97,7,,0
27678203,1117031364,1522307760,AE7YQ,DM41kx,-25,7.040061,AB0VX,EN21cj,13,0,1718,237,7,1.8.0,0
27072499,1116418963,1522244400,G3XBI,IO81mf,-11,10.14018,EA6FG,JM19hp,27,0,1359,343,10,1.8.0-rc3,0
13816038,1103058151,1521028440,KU4QI,EM87bx,-24,14.09705,DL4QB,JO31qs,37,0,6870,297,14,1.7.0,0
6323964,1095506479,1520396760,OZ7IT,JO65df,1,3.594017,DK8JP,JO31gk,30,0,568,40,3,1.8.0-rc2,0
14426663,1103668109,1521070080,WB8FEQ,EM95kd,-26,7.040044,N2GYI,FN41aa,10,0,1034,234,7,1.8.0,0
24549134,1113832993,1521987000,G0LUJ,IO83ls,-14,3.5701099999999997,ON7KB,JO21ei,37,0,568,301,3,,0
1775541,1090930462,1520012880,PD1V,JO21pi,-13,7.040121000000001,OZ8PZ,JO47,23,0,721,201,7,1.8.0,0
22373811,1111656947,1521802680,LX1DQ,JN39cq,-20,7.040089999999999,G0UVX,IO92,20,0,594,119,7,1.2 Kiwi,0
27183624,1116529056,1522254360,F59706,JN07th,-26,1.838127,G4WLC,IO81rs,37,0,580,147,1,1.9.0-rc3,0
22219197,1111502223,1521790320,PA0JEN,JO21io,-26,3.594204,G8JFX,IO92nj,40,0,392,101,3,1.7.0,0
8463066,1097659285,1520570040,OZ1AAB,JO65cs,1,1.838196,DK1BN/P,JO30tn,40,0,654,26,1,,0
1716573,1090871911,1520009280,EU2AAH,KO33,-23,7.0401110000000005,OH6MQM,KP12iq,23,0,1053,164,7,17.9.0,0
5386006,1094565166,1520321640,PA0MLC,JO31aw,-20,7.040077,HB0QRP,JN47,23,0,538,338,7,1.8.0-rc1,0
21837472,1111118905,1521749280,EA8BFK,IL38bo,-25,3.5941870000000002,PE2WB,JO33ge,37,0,3202,219,3,,0
5549520,1094727516,1520333520,GM4SFW,IO77sn,-10,7.040122,G8LIK,IO93cn,23,0,475,340,7,,0
19458684,1108732146,1521503280,SM2DJK,KP03au,-21,0.47561800000000004,F6GEX,IN97na,27,0,2267,27,0,1.9.0-rc2,0
18630806,1107903744,1521425520,N4TVC,FM18is,-24,7.040166,N8VIM,FN42fq,37,-4,651,230,7,,0
6178151,1095357540,1520380680,K9AN,EN50wc,-16,7.040103,G0NJS,IO91vs,37,0,6499,296,7,,0
28689637,1118058475,1522396200,DK0DLR/1,JO43am,-22,10.140186,OH6KIT,KP10,23,0,1185,236,10,,0
17663035,1106934722,1521355200,KE7A,EM12kx,-23,0.475616,W1IR,FN34lp,37,0,2443,246,0,1.9.0-rc2,0
7097227,1096279967,1520454480,G8DYK,IO85te,-5,1.838108,DB1EPO,JO31hg,30,0,740,310,1,1.9.0-rc2,0
22523074,1111805547,1521813360,SWLJO43,JO43xh,-11,10.140117,ON7DY,JO20ow,23,0,418,49,10,1.2 Kiwi,0
29182656,1118553727,1522434600,KD6RF,EM22,-23,10.140245,N3EMA,FN20jh,37,-3,1971,250,10,1.8.0,0
3039443,1092191333,1520116080,PA0EHG,JO22hb,-25,5.288619000000001,G4GCI,IO90gu,37,0,442,70,5,,0
19439133,1108712325,1521501000,PA3BTI,JO22ng,-23,1.8380779999999999,G4JNT,IO90iv,43,0,469,68,1,,0
19449721,1108722832,1521502200,KB1CTC,EM92pk,-14,7.040092,KN8DMK,EM89oo,23,0,819,166,7,1.8.0,0
14170814,1103407964,1521052800,N2BJW,FN34im,-25,7.040030000000001,W8AC,EN91jm,0,0,724,60,7,1.9.0-rc2,0
5258733,1094437863,1520310360,OE6PWD,JN77rc,-14,7.040078,G7SYW,IO80jt,37,0,1419,100,7,1.7.0,0
12782376,1102011663,1520950440,KW4KD,EM75jc,-3,7.040126,WA4KFZ,FM18gv,37,0,807,241,7,0.9_r5279,0
9351179,1098547867,1520634360,VK5EI,PF95gd,-19,14.097129,VK6TGQ,OF76,20,0,2169,101,14,2.12_r3617,0
14496038,1104096313,1521076560,RX3AOM-W,KO97gp,-18,3.5941059999999996,OZ1IDG,JO65bg,40,0,1634,70,3,0.8_r3058,0
19337491,1108611345,1521490920,DF5FH,JO42um,-11,7.0400990000000006,G8LDJ,JO01jh,30,0,626,74,7,,0
11403654,1100613184,1520835120,KG6BXW,CM97sh,-23,7.040023,NN4EE,EM83gv,33,0,3345,287,7,1.8.0,0
4512482,1093684577,1520242800,G4XCS,IO80lr,-21,7.040128999999999,PA0PPW,JO21dw,30,0,527,258,7,1.8.0,0
19749901,1109023946,1521542040,LX1DQ,JN39cq,-13,10.140155,EA3FLN,JN11nu,23,0,903,14,10,1.2 Kiwi,0
24034030,1113319158,1521935160,KB4NEW,EM98di,-3,10.140115,N5FNC,EM20ge,30,0,1553,51,10,4.0 r3015,0
26241167,1115573234,1522156440,OE5FGL,JN78cn,-20,7.040025999999999,PA1SSB,JO21lk,23,0,734,112,7,1.7.0,0
1314995,1090466883,1519979280,G4ZFQ,IO90ir,-12,14.097062,4Z4TJ,KM71jf,27,-3,3668,317,14,1.7.0,0
29062694,1118434711,1522426200,G4IUP,IO93au,-20,7.040039,IZ4LXP,JN54lg,30,-2,1417,323,7,1.8.0-rc2,0
19445641,1108719214,1521501720,VE6ARS,DO30eb,-4,7.040097,N8MIQ,EM79ti,37,0,2577,307,7,1.8.0,0
9424259,1098621636,1520639520,KA8HUZ,EM79wk,-14,7.040139,N8AUM,EM70em,33,0,1001,7,7,1.8.0,0
19095629,1108370126,1521471960,G4MSA,IO90au,-15,7.040106,OZ1IDG,JO65bg,40,-1,1059,248,7,,0
6121644,1095296592,1520375880,W0ZQ,EN34it,-5,10.140195,VA3UAL,EN94xc,27,0,1053,279,10,1.8.0-rc2,0
2102942,1091258283,1520038920,DK8FT/B,JN58oe,-15,3.5941110000000003,IW2DWN,JN46qi,17,0,246,33,3,,0
10663866,1099866072,1520769120,K9DZT,EN52wx,-9,7.040071000000001,WN2FMM,EL98hi,37,0,1735,341,7,1.8.0-rc3,0
25737179,1115051703,1522098480,G0IDE,IO83pq,-12,7.040077,OK1RPL,JN69,20,0,1176,299,7,1.8.0,0
12628495,1101858929,1520938560,G3JKF,JO00bs,-7,7.0401039999999995,DL5SMB,JN48jk,37,0,676,296,7,1.8.0-rc1,0
845513,1089988495,1519936080,OZ7IT,JO65df,-2,7.040202000000001,EA7GO,IM87ds,10,1,2283,27,7,1.8.0,0
20457969,1109733365,1521621600,VE6XH,DO24tc,-25,1.838041,KK1D,FN31vi,30,0,3394,309,1,1.9.0-rc3,0
20440227,1109715870,1521619560,WD4AH,EL89rt,-12,7.0401,AL7MH,DM33tr,37,0,2844,91,7,1.8.0,0
10148749,1099352834,1520714760,PA3ABK,JO21it,-6,0.475789,F1AFJ,JN06ht,30,0,630,26,0,1.9.0-rc2,0
5315324,1094494516,1520316000,DH5RAE,JN68qv,-22,0.475775,IK1HSS,JN35tb,13,0,610,44,0,,0
26324182,1115656331,1522164240,K6SJC,CM97iw,-8,10.1402,RU0LL,PN53xt,40,0,8321,51,10,1.8.0-rc1,0
27110823,1116457060,1522248000,W3PM,EM64or,-23,10.140248,WB3ANQ,FM19,23,1,1012,242,10,1.2 Kiwi,0
28971949,1118342151,1522419360,KG5RKP,EL09qm,-22,7.040050999999999,W3SMK,CM87xq,37,0,2343,106,7,1.7.0,0
12707485,1101936495,1520944920,KD6RF,EM22,-23,10.140175,W8KV,EN80lb,10,1,1365,236,10,1.8.0,0
8436452,1097632638,1520567280,SM3OMO,JP81ir,-5,3.5941019999999995,G6SSN,IO92tt,37,0,1419,39,3,1.8.0,0
20556436,1112623099,1521632040,GM1OXB,IO87ir,-25,7.040075,G6EXF,IO92wt,23,0,582,341,7,,0
17438489,1106707638,1521326400,K7KRR,CN87,-23,10.140202,AD5GH,FN42hs,23,0,4012,296,10,1.8.0,0
14310890,1103547311,1521061320,PA0MBO,JO32ke,-17,7.0402059999999995,OH8GKP,KP24rt,23,0,1757,226,7,,0
9706213,1098909437,1520666520,SP2NBH,JO94ji,-12,7.0400990000000006,9A5PH,JN73tt,30,0,1194,10,7,1.8.0-rc3,0
29949699,1119330120,1522502280,KE7KRF,DM51kw,-26,7.040067999999999,W1VR,EL98it,20,0,2685,284,7,1.8.0,0
26201731,1115534386,1522152840,KC3DOC,FM09ap,-25,7.0400979999999995,K5AX,EL29,37,-1,1780,47,7,1.8.0,0
16870771,1106141148,1521278400,SWLJO43,JO43xh,-23,10.14018,IQ6KX,JN63so,20,0,1111,348,10,1.2 Kiwi,0
1756735,1090911727,1520011800,DF3HM,JO43xk,-19,14.097110999999998,EA6ALL,JM19fn,23,-1,1644,18,14,1.8.0,0
16090943,1105350293,1521209760,W6YQ,DN84ic,-8,14.097095999999999,KN8DMK,EM89oo,23,0,1765,293,14,2.0_r1714,0
5694216,1094870026,1520343720,K9AN,EN50wc,-17,10.140281,W3HH,EL89vb,30,0,1341,338,10,,0
15520728,1104770962,1521154200,K7KRR,CN87uc,-27,14.097074,N3EDS,FM09jx,20,0,3515,297,14,1.8.0,0
16094744,1105354963,1521210120,W5JVS,EM15eo,-16,10.140217999999999,AA7FV,DM42pg,30,-1,1261,69,10,2.0_r1714,0
8515115,1097711421,1520575440,KC9NBV,EM69oe,-23,7.04013,N9JNQ,EN34,23,0,783,137,7,1.9.0-rc2,0
9864420,1099068445,1520684280,AF7KR,DM43bh,-22,7.040023,K3EA,FN20of,30,0,3366,269,7,1.7.0,0
10118961,1099322576,1520711760,DF5FH,JO42um,-9,3.594099,OM1AI,JN88,23,0,681,314,3,,0
5654050,1094830344,1520340840,SM0EPX/RX2,JO89si,-11,10.140153999999999,R1ZA,KP67qn,23,0,1198,228,10,1.6.0,0
8442646,1097638948,1520567880,KD6RF,EM22,-18,7.040132000000001,PA0MLC,JO31aw,37,0,7913,299,7,1.8.0,0
29232821,1118604484,1522437840,K9AN,EN50wc,-16,14.097179999999998,LZ1UBO,KN12wv,37,0,8538,313,14,,0
26797597,1116144086,1522213560,VE1YY,FN85ga,-12,0.475645,WA4SZE,EM65,23,0,2254,55,0,1.8.0-rc1,0
29414895,1118786438,1522451760,K7GXB,DM34sn,-7,14.097116,KD6RF,EM22la,37,0,1641,285,14,1.8.0,0
25145284,1114451522,1522042200,PI9ESA,JO22ff,-11,3.5942019999999997,IN3EBZ,JN56ot,27,0,774,324,3,,0
10852278,1100055025,1520784120,W0ZQ,EN34it,-22,10.140226,WB3ANQ,FM19,23,0,1462,299,10,1.8.0-rc2,0
14941902,1104194994,1521115080,JA1PKG,PM96qf,-22,0.475731,JA3TVF,PM74pc,30,0,440,56,0,1.9.0-rc2,0
17519870,1106791324,1521336600,DL8SEL,JO31,-25,3.5940849999999998,OH6MQM,KP12iq,23,0,1559,224,3,1.2 Kiwi,0
28965786,1118336184,1522418880,AI4RY,EM72go,-4,14.097102,WA9FIO,EN43jt,37,0,1343,156,14,1.9.0-rc2,0
12367563,1101598096,1520916000,OZ7IT,JO65df,-23,1.838184,G0VCA,IO81xx,23,0,1010,63,1,1.8.0-rc3,0
23442298,1112728151,1521894480,KG5RKP,EL09qm,-23,7.040149,KB2SVD,FN20nh,37,1,2464,248,7,1.7.0,0
4126367,1093288373,1520202960,OZ7IT,JO65df,-19,3.5941080000000003,LX1LW,JN39ap,33,0,751,32,3,1.8.0-rc2,0
2301735,1091453098,1520059800,DL/PA0EHG,JO32sq,-21,3.594128,LX1LW,JN39ap,33,0,354,17,3,,0
26110143,1115442782,1522143600,DK4RW,JO40oe,-13,7.040041,G4CAO,IO91si,30,0,692,97,7,1.8.0,0
16679911,1105949793,1521261120,M1GEO,JO02ok,-10,7.040141,OZ7IT,JO65df,37,0,790,251,7,,0
20892051,1110175607,1521662880,PD2RPS,JO22vw,-22,7.040153,W1XP,FN42fo,37,0,5604,50,7,18.1.0,0
9252449,1098449287,1520627160,OE6PWD,JN77rc,-16,7.040166999999999,LA9PMA,JO59fg,37,0,1392,164,7,1.7.0,0
18981542,1108256661,1521462960,I2GPG,JN45kg,-5,14.097179,EA4URL,IN80di,23,0,1161,58,14,3.9_r2840,0
646052,1089788458,1519920240,DL7JKD,JO62sk,-14,7.040083999999999,LA3LJA,JP53ej,37,0,1232,170,7,1.8.0,0
8954135,1098152023,1520608320,DL1GCD/2,JN48ar,-19,10.140255999999999,LA3JJ,JO59bh,23,0,1185,187,10,,0
28506307,1117876635,1522376400,DJ0HO/MM,GC07,-22,7.040112,LU4DXT,GF05xc,30,0,3073,181,7,,0
17778447,1107051470,1521363960,W1IR,FN34lp,-22,1.8380880000000002,AA1A,FN42pb,27,0,344,328,1,1.8.0,0
25490090,1114805657,1522080000,SV8RV,KM07ks,-13,14.09706,G0VXG,JM29,30,-1,1394,93,14,1.9.0-rc3,0
29587316,1118968310,1522471080,PA7EY,JO22jj,-25,0.47564399999999996,W1IR,FN34lp,37,0,5514,52,0,1.9.0-rc3,0
6685553,1095868254,1520425200,VA3ROM,EN58jk,-4,7.040159,N8VIM,FN42fq,37,-3,1512,301,7,1.2 Kiwi,0
5697784,1094874492,1520343960,KB2MFS,EM66hi,-21,14.097107000000001,PA8MM,JO22ll,30,0,7033,296,14,2.0_r1714,0
19301202,1108574687,1521487680,N3BBF,FM19kb,-18,10.140284,W3HH,EL89vb,30,0,1206,21,10,1.8.0,0
24412367,1113697690,1521976920,KA7OEI-2,DN31uo,-21,1.838091,KN8DMK,EM89oo,33,0,2488,285,1,1.2 Kiwi,0
1454034,1090608797,1519990200,K5TA,DM65qf,-21,0.47569300000000003,W7IUV,DN07dg,30,0,1724,136,0,1.8.0-rc3,0
24588007,1113876990,1521989760,DK8FT/B,JN58oe,-12,7.040149,OZ1BFM,JO65gr,23,0,844,187,7,,0
15310167,1104560464,1521138480,EA1IOW,IN83gj,-8,10.140202,M1AVV,IO84ic,37,0,1191,181,10,1.8.0-rc2,0
10376509,1099580991,1520739600,DL1KAI,JO42vj,-15,0.47578100000000006,ON5TA,JO20es,30,0,415,62,0,1.8.0,0
13979896,1103222367,1521040200,DK0VLP,JO52kk,-13,14.097184,K0JD,EN62bv,37,-2,6879,43,14,,0
15667528,1104928763,1521170640,IT9FDP,JM78se,-15,7.040071000000001,RA4NHY,LO48tn,30,0,3323,242,7,0.2r_wsprd,0
11850755,1101062371,1520869800,JH3APN,PM74tq,-22,14.097021,ZS1LCD,JF95fx,27,0,14346,70,14,1.8.0-rc2,0
1115636,1090270815,1519960200,AF7KR,DM43bh,-25,14.09709,N5EN,EL29ew,20,0,1582,288,14,1.7.0,0
11448860,1100659274,1520838960,DK6UG,JN49cm,-21,7.0401869999999995,KN8DMK,EM89oo,33,0,6846,48,7,,0
22446121,1111727832,1521807960,EA4AAE,IN80ej,-22,7.04015,G8AXA,JO01ai,33,-1,1251,194,7,1.8.0,0
17441791,1106710826,1521326760,DL1GCD/1,JN48ar,-22,3.5940730000000003,F1VMV,JN24kh,30,0,548,25,3,,0
9906443,1099110750,1520688840,N5CEY,EL16gc,-6,14.097125,K3RWR,FM18qi,37,0,2377,241,14,2.0_r1714,0
20516394,1109793049,1521627960,ON7KB,JO21ei,-27,10.140175,EA3FLN,JN11nu,23,0,1061,5,10,1.9.0-rc3,0
26498665,1115831843,1522179480,VE7XH,CN89nc,-10,14.097184,AA7FV,DM42pg,33,0,2128,335,14,1.8.0,0
1937300,1091091789,1520024040,W9BN,EM84,-12,14.097168,G0CCL,JO02bf,37,0,6616,288,14,1.8.0-rc1,0
28788423,1118157091,1522404960,DH5RAE,JN68qv,-22,7.040077,M0KWN,IO90,23,0,1050,94,7,,0
21757764,1111039917,1521743040,F59706,JN07th,-25,0.47575500000000004,EA3IW,JN11bj,23,0,659,357,0,1.9.0-rc2,0
20542488,1109827407,1521630600,G3WDX,IO91tq,-26,7.040093,DK9MS,JO40tm,23,-1,710,284,7,1.8.0,0
9609222,1098813534,1520656200,KA7OEI,DN40,-19,3.5940410000000003,KC6ZKT,CM97bj,33,0,997,67,3,1.2 Kiwi,0
15243528,1104494434,1521134280,KD6RF,EM22,-14,7.040157000000001,K9ZX,EN60xa,37,0,1163,227,7,1.8.0,0
2112814,1091267515,1520039880,9A3KB,JN64xw,-9,0.475729,LA8AV,JO59cs,27,0,1668,170,0,1.8.0,0
21336175,1110619556,1521711240,IW5BCC,JN53qk,-16,14.097079999999998,SP2NBH,JO94ji,33,-4,1328,207,14,1.8.0,0
15374858,1104624862,1521142800,DL1GCD/1,JN48ar,-8,7.040095,G4KWL,IO81,23,0,846,107,7,,0
11661046,1100869382,1520855040,VK7JJ,QE38lr,-22,7.0400990000000006,WW7KE,DM43dl,43,0,13249,238,7,1.8.0,0
207753,1089340117,1519884240,LX1DQ,JN39cq,-19,7.040106,SM3ESX,JP82,20,0,1566,210,7,1.2 Kiwi,0
4066521,1093228846,1520197320,KU4QI,EM87bx,-20,14.097098999999998,AD7MQ,DN55rs,37,-2,2207,104,14,1.7.0,0
25963359,1115292006,1522126440,KE8AFF,EN80ko,-12,3.570095,N3EDS,FM09jx,20,0,339,283,3,1.8.0,0
29602472,1118983492,1522472640,PA0ARR,JO21du,-23,7.040095,WA4DT,EM94lx,37,0,6730,45,7,1.8.0,0
